Dwelling Type;Climate Zone;Construction Period;Size Factor;Heating System;Initial Age;Headcount
CCD;H2;1;L;OB;5;35
CCD;H2;1;L;OB;6;35
CCD;H2;1;L;OB;7;35
CCD;H2;1;L;OB;8;35
CCD;H2;1;L;OB;9;35
CCD;H2;1;L;OB;10;104
CCD;H2;1;L;OB;11;104
CCD;H2;1;L;OB;12;104
CCD;H2;1;L;OB;13;104
CCD;H2;1;L;OB;14;104
CCD;H2;1;L;OB;15;522
CCD;H2;1;L;OB;16;522
CCD;H2;1;L;OB;17;522
CCD;H2;1;L;OB;18;522
CCD;H2;1;L;OB;19;522
CCD;H2;1;L;COB;0;0
CCD;H2;1;L;COB;1;0
CCD;H2;1;L;COB;2;0
CCD;H2;1;L;COB;3;0
CCD;H2;1;L;COB;4;0
CCD;H2;1;L;COB;5;0
CCD;H2;1;L;COB;6;0
CCD;H2;1;L;COB;7;0
CCD;H2;1;L;COB;8;0
CCD;H2;1;L;COB;9;0
CCD;H2;1;L;COB;10;0
CCD;H2;1;L;COB;11;0
CCD;H2;1;L;COB;12;0
CCD;H2;1;L;COB;13;0
CCD;H2;1;L;COB;14;0
CCD;H2;1;L;COB;15;0
CCD;H2;1;L;COB;16;0
CCD;H2;1;L;COB;17;0
CCD;H2;1;L;COB;18;0
CCD;H2;1;L;COB;19;0
CCD;H2;1;L;EHP2;0;0
CCD;H2;1;L;EHP2;1;0
CCD;H2;1;L;EHP2;2;0
CCD;H2;1;L;EHP2;3;0
CCD;H2;1;L;EHP2;4;0
CCD;H2;1;L;EHP2;5;0
CCD;H2;1;L;EHP2;6;0
CCD;H2;1;L;EHP2;7;0
CCD;H2;1;L;EHP2;8;0
CCD;H2;1;L;EHP2;9;0
CCD;H2;1;L;EHP2;10;0
CCD;H2;1;L;EHP2;11;0
CCD;H2;1;L;EHP2;12;0
CCD;H2;1;L;EHP2;13;0
CCD;H2;1;L;EHP2;14;0
CCD;H2;1;L;EHP2;15;0
CCD;H2;1;L;EHP2;16;0
CCD;H2;1;L;EHP2;17;0
CCD;H2;1;L;EHP2;18;0
CCD;H2;1;L;EHP2;19;0
CCD;H2;1;L;WB;0;0
CCD;H2;1;L;WB;1;0
CCD;H2;1;L;WB;2;0
CCD;H2;1;L;WB;3;0
CCD;H2;1;L;WB;4;0
CCD;H2;1;L;WB;5;0
CCD;H2;1;L;WB;6;0
CCD;H2;1;L;WB;7;0
CCD;H2;1;L;WB;8;0
CCD;H2;1;L;WB;9;0
CCD;H2;1;L;WB;10;0
CCD;H2;1;L;WB;11;0
CCD;H2;1;L;WB;12;0
CCD;H2;1;L;WB;13;0
CCD;H2;1;L;WB;14;0
CCD;H2;1;L;WB;15;0
CCD;H2;1;L;WB;16;0
CCD;H2;1;L;WB;17;0
CCD;H2;1;L;WB;18;0
CCD;H2;1;L;WB;19;0
CCD;H2;1;L;WPB;0;85
CCD;H2;1;L;WPB;1;85
CCD;H2;1;L;WPB;2;85
CCD;H2;1;L;WPB;3;85
CCD;H2;1;L;WPB;4;85
CCD;H2;1;L;WPB;5;85
CCD;H2;1;L;WPB;6;85
CCD;H2;1;L;WPB;7;85
CCD;H2;1;L;WPB;8;85
CCD;H2;1;L;WPB;9;85
CCD;H2;1;L;WPB;10;57
CCD;H2;1;L;WPB;11;57
CCD;H2;1;L;WPB;12;57
CCD;H2;1;L;WPB;13;57
CCD;H2;1;L;WPB;14;57
CCD;H2;1;L;WPB;15;0
CCD;H2;1;L;WPB;16;0
CCD;H2;1;L;WPB;17;0
CCD;H2;1;L;WPB;18;0
CCD;H2;1;L;WPB;19;0
CCD;H2;1;L;EHP;0;0
CCD;H2;1;L;EHP;1;0
CCD;H2;1;L;EHP;2;0
CCD;H2;1;L;EHP;3;0
CCD;H2;1;L;EHP;4;0
CCD;H2;1;L;EHP;5;0
CCD;H2;1;L;EHP;6;0
CCD;H2;1;L;EHP;7;0
CCD;H2;1;L;EHP;8;0
CCD;H2;1;L;EHP;9;0
CCD;H2;1;L;EHP;10;0
CCD;H2;1;L;EHP;11;0
CCD;H2;1;L;EHP;12;0
CCD;H2;1;L;EHP;13;0
CCD;H2;1;L;EHP;14;0
CCD;H2;1;L;EHP;15;0
CCD;H2;1;L;EHP;16;0
CCD;H2;1;L;EHP;17;0
CCD;H2;1;L;EHP;18;0
CCD;H2;1;L;EHP;19;0
CCD;H2;2;M;GB;0;6014
CCD;H2;2;M;GB;1;6014
CCD;H2;2;M;GB;2;6014
CCD;H2;2;M;GB;3;6014
CCD;H2;2;M;GB;4;6014
CCD;H2;2;M;GB;5;7517
CCD;H2;2;M;GB;6;7517
CCD;H2;2;M;GB;7;7517
CCD;H2;2;M;GB;8;7517
CCD;H2;2;M;GB;9;7517
CCD;H2;2;M;GB;10;7517
CCD;H2;2;M;GB;11;7517
CCD;H2;2;M;GB;12;7517
CCD;H2;2;M;GB;13;7517
CCD;H2;2;M;GB;14;7517
CCD;H2;2;M;GB;15;9021
CCD;H2;2;M;GB;16;9021
CCD;H2;2;M;GB;17;9021
CCD;H2;2;M;GB;18;9021
CCD;H2;2;M;GB;19;9021
CCD;H2;2;M;CGB;0;6385
CCD;H2;2;M;CGB;1;6385
CCD;H2;2;M;CGB;2;6385
CCD;H2;2;M;CGB;3;6385
CCD;H2;2;M;CGB;4;6385
CCD;H2;2;M;CGB;5;4470
CCD;H2;2;M;CGB;6;4470
CCD;H2;2;M;CGB;7;4470
CCD;H2;2;M;CGB;8;4470
CCD;H2;2;M;CGB;9;4470
CCD;H2;2;M;CGB;10;1916
CCD;H2;2;M;CGB;11;1916
CCD;H2;2;M;CGB;12;1916
CCD;H2;2;M;CGB;13;1916
CCD;H2;2;M;CGB;14;1916
CCD;H2;2;M;CGB;15;0
CCD;H2;2;M;CGB;16;0
CCD;H2;2;M;CGB;17;0
CCD;H2;2;M;CGB;18;0
CCD;H2;2;M;CGB;19;0
CCD;H2;2;M;OB;0;311
CCD;H2;2;M;OB;1;311
CCD;H2;2;M;OB;2;311
CCD;H2;2;M;OB;3;311
CCD;H2;2;M;OB;4;311
CCD;H2;2;M;OB;5;311
CCD;H2;2;M;OB;6;311
CCD;H2;2;M;OB;7;311
CCD;H2;2;M;OB;8;311
CCD;H2;2;M;OB;9;311
CCD;H2;2;M;OB;10;932
CCD;H2;2;M;OB;11;932
CCD;H2;2;M;OB;12;932
CCD;H2;2;M;OB;13;932
CCD;H2;2;M;OB;14;932
CCD;H2;2;M;OB;15;4659
CCD;H2;2;M;OB;16;4659
CCD;H2;2;M;OB;17;4659
CCD;H2;2;M;OB;18;4659
CCD;H2;2;M;OB;19;4659
CCD;H2;2;M;COB;0;0
CCD;H2;2;M;COB;1;0
CCD;H2;2;M;COB;2;0
CCD;H2;2;M;COB;3;0
CCD;H2;2;M;COB;4;0
CCD;H2;2;M;COB;5;0
CCD;H2;2;M;COB;6;0
CCD;H2;2;M;COB;7;0
CCD;H2;2;M;COB;8;0
CCD;H2;2;M;COB;9;0
CCD;H2;2;M;COB;10;0
CCD;H2;2;M;COB;11;0
CCD;H2;2;M;COB;12;0
CCD;H2;2;M;COB;13;0
CCD;H2;2;M;COB;14;0
CCD;H2;2;M;COB;15;0
CCD;H2;2;M;COB;16;0
CCD;H2;2;M;COB;17;0
CCD;H2;2;M;COB;18;0
CCD;H2;2;M;COB;19;0
CCD;H2;2;M;EHP2;0;0
CCD;H2;2;M;EHP2;1;0
CCD;H2;2;M;EHP2;2;0
CCD;H2;2;M;EHP2;3;0
CCD;H2;2;M;EHP2;4;0
CCD;H2;2;M;EHP2;5;0
CCD;H2;2;M;EHP2;6;0
CCD;H2;2;M;EHP2;7;0
CCD;H2;2;M;EHP2;8;0
CCD;H2;2;M;EHP2;9;0
CCD;H2;2;M;EHP2;10;0
CCD;H2;2;M;EHP2;11;0
CCD;H2;2;M;EHP2;12;0
CCD;H2;2;M;EHP2;13;0
CCD;H2;2;M;EHP2;14;0
CCD;H2;2;M;EHP2;15;0
CCD;H2;2;M;EHP2;16;0
CCD;H2;2;M;EHP2;17;0
CCD;H2;2;M;EHP2;18;0
CCD;H2;2;M;EHP2;19;0
CCD;H2;2;M;WB;0;0
CCD;H2;2;M;WB;1;0
CCD;H2;2;M;WB;2;0
CCD;H2;2;M;WB;3;0
CCD;H2;2;M;WB;4;0
CCD;H2;2;M;WB;5;0
CCD;H2;2;M;WB;6;0
CCD;H2;2;M;WB;7;0
CCD;H2;2;M;WB;8;0
CCD;H2;2;M;WB;9;0
CCD;H2;2;M;WB;10;0
CCD;H2;2;M;WB;11;0
CCD;H2;2;M;WB;12;0
CCD;H2;2;M;WB;13;0
CCD;H2;2;M;WB;14;0
CCD;H2;2;M;WB;15;0
CCD;H2;2;M;WB;16;0
CCD;H2;2;M;WB;17;0
CCD;H2;2;M;WB;18;0
CCD;H2;2;M;WB;19;0
CCD;H2;2;M;WPB;0;162
CCD;H2;2;M;WPB;1;162
CCD;H2;2;M;WPB;2;162
CCD;H2;2;M;WPB;3;162
CCD;H2;2;M;WPB;4;162
CCD;H2;2;M;WPB;5;162
CCD;H2;2;M;WPB;6;162
CCD;H2;2;M;WPB;7;162
CCD;H2;2;M;WPB;8;162
CCD;H2;2;M;WPB;9;162
CCD;H2;2;M;WPB;10;108
CCD;H2;2;M;WPB;11;108
CCD;H2;2;M;WPB;12;108
CCD;H2;2;M;WPB;13;108
CCD;H2;2;M;WPB;14;108
CCD;H2;2;M;WPB;15;0
CCD;H2;2;M;WPB;16;0
CCD;H2;2;M;WPB;17;0
CCD;H2;2;M;WPB;18;0
CCD;H2;2;M;WPB;19;0
CCD;H2;2;M;EHP;0;0
CCD;H2;2;M;EHP;1;0
CCD;H2;2;M;EHP;2;0
CCD;H2;2;M;EHP;3;0
CCD;H2;2;M;EHP;4;0
CCD;H2;2;M;EHP;5;0
CCD;H2;2;M;EHP;6;0
CCD;H2;2;M;EHP;7;0
CCD;H2;2;M;EHP;8;0
CCD;H2;2;M;EHP;9;0
CCD;H2;2;M;EHP;10;0
CCD;H2;2;M;EHP;11;0
CCD;H2;2;M;EHP;12;0
CCD;H2;2;M;EHP;13;0
CCD;H2;2;M;EHP;14;0
CCD;H2;2;M;EHP;15;0
CCD;H2;2;M;EHP;16;0
CCD;H2;2;M;EHP;17;0
CCD;H2;2;M;EHP;18;0
CCD;H2;2;M;EHP;19;0
CCD;H2;2;S;GB;0;2795
CCD;H2;2;S;GB;1;2795
CCD;H2;2;S;GB;2;2795
CCD;H2;2;S;GB;3;2795
CCD;H2;2;S;GB;4;2795
CCD;H2;2;S;GB;5;3493
CCD;H2;2;S;GB;6;3493
CCD;H2;2;S;GB;7;3493
CCD;H2;2;S;GB;8;3493
CCD;H2;2;S;GB;9;3493
CCD;H2;2;S;GB;10;3493
CCD;H2;2;S;GB;11;3493
CCD;H2;2;S;GB;12;3493
CCD;H2;2;S;GB;13;3493
CCD;H2;2;S;GB;14;3493
CCD;H2;2;S;GB;15;4192
CCD;H2;2;S;GB;16;4192
CCD;H2;2;S;GB;17;4192
CCD;H2;2;S;GB;18;4192
CCD;H2;2;S;GB;19;4192
CCD;H2;2;S;CGB;0;3831
CCD;H2;2;S;CGB;1;3831
CCD;H2;2;S;CGB;2;3831
CCD;H2;2;S;CGB;3;3831
CCD;H2;2;S;CGB;4;3831
CCD;H2;2;S;CGB;5;2682
CCD;H2;2;S;CGB;6;2682
CCD;H2;2;S;CGB;7;2682
CCD;H2;2;S;CGB;8;2682
CCD;H2;2;S;CGB;9;2682
CCD;H2;2;S;CGB;10;1149
CCD;H2;2;S;CGB;11;1149
CCD;H2;2;S;CGB;12;1149
CCD;H2;2;S;CGB;13;1149
CCD;H2;2;S;CGB;14;1149
CCD;H2;2;S;CGB;15;0
CCD;H2;2;S;CGB;16;0
CCD;H2;2;S;CGB;17;0
CCD;H2;2;S;CGB;18;0
CCD;H2;2;S;CGB;19;0
CCD;H2;2;S;OB;0;155
CCD;H2;2;S;OB;1;155
CCD;H2;2;S;OB;2;155
CCD;H2;2;S;OB;3;155
CCD;H2;2;S;OB;4;155
CCD;H2;2;S;OB;5;155
CCD;H2;2;S;OB;6;155
CCD;H2;2;S;OB;7;155
CCD;H2;2;S;OB;8;155
CCD;H2;2;S;OB;9;155
CCD;H2;2;S;OB;10;466
CCD;H2;2;S;OB;11;466
CCD;H2;2;S;OB;12;466
CCD;H2;2;S;OB;13;466
CCD;H2;2;S;OB;14;466
CCD;H2;2;S;OB;15;2330
CCD;H2;2;S;OB;16;2330
CCD;H2;2;S;OB;17;2330
CCD;H2;2;S;OB;18;2330
CCD;H2;2;S;OB;19;2330
CCD;H2;2;S;COB;0;0
CCD;H2;2;S;COB;1;0
CCD;H2;2;S;COB;2;0
CCD;H2;2;S;COB;3;0
CCD;H2;2;S;COB;4;0
CCD;H2;2;S;COB;5;0
CCD;H2;2;S;COB;6;0
CCD;H2;2;S;COB;7;0
CCD;H2;2;S;COB;8;0
CCD;H2;2;S;COB;9;0
CCD;H2;2;S;COB;10;0
CCD;H2;2;S;COB;11;0
CCD;H2;2;S;COB;12;0
CCD;H2;2;S;COB;13;0
CCD;H2;2;S;COB;14;0
CCD;H2;2;S;COB;15;0
CCD;H2;2;S;COB;16;0
CCD;H2;2;S;COB;17;0
CCD;H2;2;S;COB;18;0
CCD;H2;2;S;COB;19;0
CCD;H2;2;S;EHP2;0;0
CCD;H2;2;S;EHP2;1;0
CCD;H2;2;S;EHP2;2;0
CCD;H2;2;S;EHP2;3;0
CCD;H2;2;S;EHP2;4;0
CCD;H2;2;S;EHP2;5;0
CCD;H2;2;S;EHP2;6;0
CCD;H2;2;S;EHP2;7;0
CCD;H2;2;S;EHP2;8;0
CCD;H2;2;S;EHP2;9;0
CCD;H2;2;S;EHP2;10;0
CCD;H2;2;S;EHP2;11;0
CCD;H2;2;S;EHP2;12;0
CCD;H2;2;S;EHP2;13;0
CCD;H2;2;S;EHP2;14;0
CCD;H2;2;S;EHP2;15;0
CCD;H2;2;S;EHP2;16;0
CCD;H2;2;S;EHP2;17;0
CCD;H2;2;S;EHP2;18;0
CCD;H2;2;S;EHP2;19;0
CCD;H2;2;S;WB;0;0
CCD;H2;2;S;WB;1;0
CCD;H2;2;S;WB;2;0
CCD;H2;2;S;WB;3;0
CCD;H2;2;S;WB;4;0
CCD;H2;2;S;WB;5;0
CCD;H2;2;S;WB;6;0
CCD;H2;2;S;WB;7;0
CCD;H2;2;S;WB;8;0
CCD;H2;2;S;WB;9;0
CCD;H2;2;S;WB;10;0
CCD;H2;2;S;WB;11;0
CCD;H2;2;S;WB;12;0
CCD;H2;2;S;WB;13;0
CCD;H2;2;S;WB;14;0
CCD;H2;2;S;WB;15;0
CCD;H2;2;S;WB;16;0
CCD;H2;2;S;WB;17;0
CCD;H2;2;S;WB;18;0
CCD;H2;2;S;WB;19;0
CCD;H2;2;S;WPB;0;0
CCD;H2;2;S;WPB;1;0
CCD;H2;2;S;WPB;2;0
CCD;H2;2;S;WPB;3;0
CCD;H2;2;S;WPB;4;0
CCD;H2;2;S;WPB;5;0
CCD;H2;2;S;WPB;6;0
CCD;H2;2;S;WPB;7;0
CCD;H2;2;S;WPB;8;0
CCD;H2;2;S;WPB;9;0
CCD;H2;2;S;WPB;10;0
CCD;H2;2;S;WPB;11;0
CCD;H2;2;S;WPB;12;0
CCD;H2;2;S;WPB;13;0
CCD;H2;2;S;WPB;14;0
CCD;H2;2;S;WPB;15;0
CCD;H2;2;S;WPB;16;0
CCD;H2;2;S;WPB;17;0
CCD;H2;2;S;WPB;18;0
CCD;H2;2;S;WPB;19;0
CCD;H2;2;S;EHP;0;0
CCD;H2;2;S;EHP;1;0
CCD;H2;2;S;EHP;2;0
CCD;H2;2;S;EHP;3;0
CCD;H2;2;S;EHP;4;0
CCD;H2;2;S;EHP;5;0
CCD;H2;2;S;EHP;6;0
CCD;H2;2;S;EHP;7;0
CCD;H2;2;S;EHP;8;0
CCD;H2;2;S;EHP;9;0
CCD;H2;2;S;EHP;10;0
CCD;H2;2;S;EHP;11;0
CCD;H2;2;S;EHP;12;0
CCD;H2;2;S;EHP;13;0
CCD;H2;2;S;EHP;14;0
CCD;H2;2;S;EHP;15;0
CCD;H2;2;S;EHP;16;0
CCD;H2;2;S;EHP;17;0
CCD;H2;2;S;EHP;18;0
CCD;H2;2;S;EHP;19;0
CCD;H2;2;L;GB;0;3104
CCD;H2;2;L;GB;1;3104
CCD;H2;2;L;GB;2;3104
CCD;H2;2;L;GB;3;3104
CCD;H2;2;L;GB;4;3104
CCD;H2;2;L;GB;5;3879
CCD;H2;2;L;GB;6;3879
CCD;H2;2;L;GB;7;3879
CCD;H2;2;L;GB;8;3879
CCD;H2;2;L;GB;9;3879
CCD;H2;2;L;GB;10;3879
CCD;H2;2;L;GB;11;3879
CCD;H2;2;L;GB;12;3879
CCD;H2;2;L;GB;13;3879
CCD;H2;2;L;GB;14;3879
CCD;H2;2;L;GB;15;4655
CCD;H2;2;L;GB;16;4655
CCD;H2;2;L;GB;17;4655
CCD;H2;2;L;GB;18;4655
CCD;H2;2;L;GB;19;4655
CCD;H2;2;L;CGB;0;2554
CCD;H2;2;L;CGB;1;2554
CCD;H2;2;L;CGB;2;2554
CCD;H2;2;L;CGB;3;2554
CCD;H2;2;L;CGB;4;2554
CCD;H2;2;L;CGB;5;1788
CCD;H2;2;L;CGB;6;1788
CCD;H2;2;L;CGB;7;1788
CCD;H2;2;L;CGB;8;1788
CCD;H2;2;L;CGB;9;1788
CCD;H2;2;L;CGB;10;766
CCD;H2;2;L;CGB;11;766
CCD;H2;2;L;CGB;12;766
CCD;H2;2;L;CGB;13;766
CCD;H2;2;L;CGB;14;766
CCD;H2;2;L;CGB;15;0
CCD;H2;2;L;CGB;16;0
CCD;H2;2;L;CGB;17;0
CCD;H2;2;L;CGB;18;0
CCD;H2;2;L;CGB;19;0
CCD;H2;2;L;OB;0;155
CCD;H2;2;L;OB;1;155
CCD;H2;2;L;OB;2;155
CCD;H2;2;L;OB;3;155
CCD;H2;2;L;OB;4;155
CCD;H2;2;L;OB;5;155
CCD;H2;2;L;OB;6;155
CCD;H2;2;L;OB;7;155
CCD;H2;2;L;OB;8;155
CCD;H2;2;L;OB;9;155
CCD;H2;2;L;OB;10;466
CCD;H2;2;L;OB;11;466
CCD;H2;2;L;OB;12;466
CCD;H2;2;L;OB;13;466
CCD;H2;2;L;OB;14;466
CCD;H2;2;L;OB;15;2330
CCD;H2;2;L;OB;16;2330
CCD;H2;2;L;OB;17;2330
CCD;H2;2;L;OB;18;2330
CCD;H2;2;L;OB;19;2330
CCD;H2;2;L;COB;0;0
CCD;H2;2;L;COB;1;0
CCD;H2;2;L;COB;2;0
CCD;H2;2;L;COB;3;0
CCD;H2;2;L;COB;4;0
CCD;H2;2;L;COB;5;0
CCD;H2;2;L;COB;6;0
CCD;H2;2;L;COB;7;0
CCD;H2;2;L;COB;8;0
CCD;H2;2;L;COB;9;0
CCD;H2;2;L;COB;10;0
CCD;H2;2;L;COB;11;0
CCD;H2;2;L;COB;12;0
CCD;H2;2;L;COB;13;0
CCD;H2;2;L;COB;14;0
CCD;H2;2;L;COB;15;0
CCD;H2;2;L;COB;16;0
CCD;H2;2;L;COB;17;0
CCD;H2;2;L;COB;18;0
CCD;H2;2;L;COB;19;0
CCD;H2;2;L;EHP2;0;0
CCD;H2;2;L;EHP2;1;0
CCD;H2;2;L;EHP2;2;0
CCD;H2;2;L;EHP2;3;0
CCD;H2;2;L;EHP2;4;0
CCD;H2;2;L;EHP2;5;0
CCD;H2;2;L;EHP2;6;0
CCD;H2;2;L;EHP2;7;0
CCD;H2;2;L;EHP2;8;0
CCD;H2;2;L;EHP2;9;0
CCD;H2;2;L;EHP2;10;0
CCD;H2;2;L;EHP2;11;0
CCD;H2;2;L;EHP2;12;0
CCD;H2;2;L;EHP2;13;0
CCD;H2;2;L;EHP2;14;0
CCD;H2;2;L;EHP2;15;0
CCD;H2;2;L;EHP2;16;0
CCD;H2;2;L;EHP2;17;0
CCD;H2;2;L;EHP2;18;0
CCD;H2;2;L;EHP2;19;0
CCD;H2;2;L;WB;0;0
CCD;H2;2;L;WB;1;0
CCD;H2;2;L;WB;2;0
CCD;H2;2;L;WB;3;0
CCD;H2;2;L;WB;4;0
CCD;H2;2;L;WB;5;0
CCD;H2;2;L;WB;6;0
CCD;H2;2;L;WB;7;0
CCD;H2;2;L;WB;8;0
CCD;H2;2;L;WB;9;0
CCD;H2;2;L;WB;10;0
CCD;H2;2;L;WB;11;0
CCD;H2;2;L;WB;12;0
CCD;H2;2;L;WB;13;0
CCD;H2;2;L;WB;14;0
CCD;H2;2;L;WB;15;0
CCD;H2;2;L;WB;16;0
CCD;H2;2;L;WB;17;0
CCD;H2;2;L;WB;18;0
CCD;H2;2;L;WB;19;0
CCD;H2;2;L;WPB;0;379
CCD;H2;2;L;WPB;1;379
CCD;H2;2;L;WPB;2;379
CCD;H2;2;L;WPB;3;379
CCD;H2;2;L;WPB;4;379
CCD;H2;2;L;WPB;5;379
CCD;H2;2;L;WPB;6;379
CCD;H2;2;L;WPB;7;379
CCD;H2;2;L;WPB;8;379
CCD;H2;2;L;WPB;9;379
CCD;H2;2;L;WPB;10;253
CCD;H2;2;L;WPB;11;253
CCD;H2;2;L;WPB;12;253
CCD;H2;2;L;WPB;13;253
CCD;H2;2;L;WPB;14;253
CCD;H2;2;L;WPB;15;0
CCD;H2;2;L;WPB;16;0
CCD;H2;2;L;WPB;17;0
CCD;H2;2;L;WPB;18;0
CCD;H2;2;L;WPB;19;0
CCD;H2;2;L;EHP;0;0
CCD;H2;2;L;EHP;1;0
CCD;H2;2;L;EHP;2;0
CCD;H2;2;L;EHP;3;0
CCD;H2;2;L;EHP;4;0
CCD;H2;2;L;EHP;5;0
CCD;H2;2;L;EHP;6;0
CCD;H2;2;L;EHP;7;0
CCD;H2;2;L;EHP;8;0
CCD;H2;2;L;EHP;9;0
CCD;H2;2;L;EHP;10;0
CCD;H2;2;L;EHP;11;0
CCD;H2;2;L;EHP;12;0
CCD;H2;2;L;EHP;13;0
CCD;H2;2;L;EHP;14;0
CCD;H2;2;L;EHP;15;0
CCD;H2;2;L;EHP;16;0
CCD;H2;2;L;EHP;17;0
CCD;H2;2;L;EHP;18;0
CCD;H2;2;L;EHP;19;0
CCD;H2;3;M;GB;0;1714
CCD;H2;3;M;GB;1;1714
CCD;H2;3;M;GB;2;1714
CCD;H2;3;M;GB;3;1714
CCD;H2;3;M;GB;4;1714
CCD;H2;3;M;GB;5;2142
CCD;H2;3;M;GB;6;2142
CCD;H2;3;M;GB;7;2142
CCD;H2;3;M;GB;8;2142
CCD;H2;3;M;GB;9;2142
CCD;H2;3;M;GB;10;2142
CCD;H2;3;M;GB;11;2142
CCD;H2;3;M;GB;12;2142
CCD;H2;3;M;GB;13;2142
CCD;H2;3;M;GB;14;2142
CCD;H2;3;M;GB;15;2571
CCD;H2;3;M;GB;16;2571
CCD;H2;3;M;GB;17;2571
CCD;H2;3;M;GB;18;2571
CCD;H2;3;M;GB;19;2571
CCD;H2;3;M;CGB;0;1818
CCD;H2;3;M;CGB;1;1818
CCD;H2;3;M;CGB;2;1818
CCD;H2;3;M;CGB;3;1818
CCD;H2;3;M;CGB;4;1818
CCD;H2;3;M;CGB;5;1273
CCD;H2;3;M;CGB;6;1273
CCD;H2;3;M;CGB;7;1273
CCD;H2;3;M;CGB;8;1273
CCD;H2;3;M;CGB;9;1273
CCD;H2;3;M;CGB;10;546
CCD;H2;3;M;CGB;11;546
CCD;H2;3;M;CGB;12;546
CCD;H2;3;M;CGB;13;546
CCD;H2;3;M;CGB;14;546
CCD;H2;3;M;CGB;15;0
CCD;H2;3;M;CGB;16;0
CCD;H2;3;M;CGB;17;0
CCD;H2;3;M;CGB;18;0
CCD;H2;3;M;CGB;19;0
CCD;H2;3;M;OB;0;99
CCD;H2;3;M;OB;1;99
CCD;H2;3;M;OB;2;99
CCD;H2;3;M;OB;3;99
CCD;H2;3;M;OB;4;99
CCD;H2;3;M;OB;5;99
CCD;H2;3;M;OB;6;99
CCD;H2;3;M;OB;7;99
CCD;H2;3;M;OB;8;99
CCD;H2;3;M;OB;9;99
CCD;H2;3;M;OB;10;297
CCD;H2;3;M;OB;11;297
CCD;H2;3;M;OB;12;297
CCD;H2;3;M;OB;13;297
CCD;H2;3;M;OB;14;297
CCD;H2;3;M;OB;15;1486
CCD;H2;3;M;OB;16;1486
CCD;H2;3;M;OB;17;1486
CCD;H2;3;M;OB;18;1486
CCD;H2;3;M;OB;19;1486
CCD;H2;3;M;COB;0;0
CCD;H2;3;M;COB;1;0
CCD;H2;3;M;COB;2;0
CCD;H2;3;M;COB;3;0
CCD;H2;3;M;COB;4;0
CCD;H2;3;M;COB;5;0
CCD;H2;3;M;COB;6;0
CCD;H2;3;M;COB;7;0
CCD;H2;3;M;COB;8;0
CCD;H2;3;M;COB;9;0
CCD;H2;3;M;COB;10;0
CCD;H2;3;M;COB;11;0
CCD;H2;3;M;COB;12;0
CCD;H2;3;M;COB;13;0
CCD;H2;3;M;COB;14;0
CCD;H2;3;M;COB;15;0
CCD;H2;3;M;COB;16;0
CCD;H2;3;M;COB;17;0
CCD;H2;3;M;COB;18;0
CCD;H2;3;M;COB;19;0
CCD;H2;3;M;EHP2;0;0
CCD;H2;3;M;EHP2;1;0
CCD;H2;3;M;EHP2;2;0
CCD;H2;3;M;EHP2;3;0
CCD;H2;3;M;EHP2;4;0
CCD;H2;3;M;EHP2;5;0
CCD;H2;3;M;EHP2;6;0
CCD;H2;3;M;EHP2;7;0
CCD;H2;3;M;EHP2;8;0
CCD;H2;3;M;EHP2;9;0
CCD;H2;3;M;EHP2;10;0
CCD;H2;3;M;EHP2;11;0
CCD;H2;3;M;EHP2;12;0
CCD;H2;3;M;EHP2;13;0
CCD;H2;3;M;EHP2;14;0
CCD;H2;3;M;EHP2;15;0
CCD;H2;3;M;EHP2;16;0
CCD;H2;3;M;EHP2;17;0
CCD;H2;3;M;EHP2;18;0
CCD;H2;3;M;EHP2;19;0
CCD;H2;3;M;WB;0;0
CCD;H2;3;M;WB;1;0
CCD;H2;3;M;WB;2;0
CCD;H2;3;M;WB;3;0
CCD;H2;3;M;WB;4;0
CCD;H2;3;M;WB;5;0
CCD;H2;3;M;WB;6;0
CCD;H2;3;M;WB;7;0
CCD;H2;3;M;WB;8;0
CCD;H2;3;M;WB;9;0
CCD;H2;3;M;WB;10;0
CCD;H2;3;M;WB;11;0
CCD;H2;3;M;WB;12;0
CCD;H2;3;M;WB;13;0
CCD;H2;3;M;WB;14;0
CCD;H2;3;M;WB;15;0
CCD;H2;3;M;WB;16;0
CCD;H2;3;M;WB;17;0
CCD;H2;3;M;WB;18;0
CCD;H2;3;M;WB;19;0
CCD;H2;3;M;WPB;0;99
CCD;H2;3;M;WPB;1;99
CCD;H2;3;M;WPB;2;99
CCD;H2;3;M;WPB;3;99
CCD;H2;3;M;WPB;4;99
CCD;H2;3;M;WPB;5;99
CCD;H2;3;M;WPB;6;99
CCD;H2;3;M;WPB;7;99
CCD;H2;3;M;WPB;8;99
CCD;H2;3;M;WPB;9;99
CCD;H2;3;M;WPB;10;66
CCD;H2;3;M;WPB;11;66
CCD;H2;3;M;WPB;12;66
CCD;H2;3;M;WPB;13;66
CCD;H2;3;M;WPB;14;66
CCD;H2;3;M;WPB;15;0
CCD;H2;3;M;WPB;16;0
CCD;H2;3;M;WPB;17;0
CCD;H2;3;M;WPB;18;0
CCD;H2;3;M;WPB;19;0
CCD;H2;3;M;EHP;0;0
CCD;H2;3;M;EHP;1;0
CCD;H2;3;M;EHP;2;0
CCD;H2;3;M;EHP;3;0
CCD;H2;3;M;EHP;4;0
CCD;H2;3;M;EHP;5;0
